B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
4,4,4,3,4,1,1,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,1,3,2,3,2,2,2,4,2,1,3,2,4,4,1,2,3,4,3,1,1,1,2,2,1,4,1,1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,2,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,5,1,42,2,40,3, ,1,.218,.68,1.721,.641,-.608,.376,.408,.434,-.326,.619,-.177
3,4,4,3,4,2,4,3,3,3,3,1,4,4,2,4,2,4,2,2,2,3,2,2,3,3,4,1,1,1,3,2,3,3,4,3,3,2,1,3,1,2,1,2,1,2,1,1,2,4,3,3,4,1,4,4,3,4,3,3,3,6,4,6,0,2,3,6,6,6,6,3,0,5,6,0,0,6,6,6,1,1,0,2,1,0,0,1,1,1,1,2,2,2,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,13,6,1,38,4,38,4,1, ,-.176,-1.044,-.403,.771,-1.682,1.59,2.38,3.347,2.696,1.026,.68
1,4,4,4,3,2,1,4,2,3,3,4,3,4,4,4,4,4,1,2,3,3,3,3,4,3,3,4,2,4,1,1,2,1,1,1,1,4,4,3,4,3,3,4,4,4,4,4,3,1,1,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,4,38,4,39,4, ,1,-.021,.582,.125,-1.267,.665,-1.349,-.503,-.407,-.326,-1.329,-1.333
3,2,4,4,4,2,2,4,2,1,4,2,1,3,3,3,4,4,3,2,3,3,2,2,4,3,4,2,2,2,1,1,1,1,1,1,3,3,4,4,4,3,4,3,4,4,4,4,4,2,1,1,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,15,2,1,38,3,39,3, ,1,-.534,-.334,-.357,-1.246,1.062,-.758,-.503,.72,1.004,-.756,-.094
3,4,4,4,3,1,1,4,3,1,4,3,2,4,2,4,4,4,3,1,2,4,1,2,4,3,4,1,2,4,4,4,1,4,2,1,3,4,4,4,4,3,4,4,3,4,4,4,4,3,1,1,1,1,2,2,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,5,1,41,5,45,4, ,1,-.211,-.023,-.041,1.091,1.062,-.167,-.503,-.407,1.004,-1.138,-1.333
4,4,4,2,4,4,2,4,4,2,3,4,2,3,3,3,3,4,2,3,3,2,3,3,2,3,3,2,2,3,3,2,1,2,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,3,2,1,3,4,2,3,2,3,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,1,2,2,2,2,2,2,1,1,1,0,0,2,0,2,2,2,1,0,2,1,2,0,2,0,1,2,2,2,2,14,6,1,98,4,98,6, ,1,-.02,-.306,-.435,-.36,-2.145,.945,.408,-.407,-.326,1.895,2.901
2,4,3,4,4,2,3,3,2,4,3,3,3,4,4,2,4,4,4,3,3,2,3,3,4,2,3,3,2,3,3,2,4,3,2,2,3,4,2,4,4,4,4,3,3,3,4,3,3,2,2,4,3,4,2,3,4,3,2,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,15,2,1,47,3,98,2,1, ,-.32,-.051,-.134,.558,-.011,1.291,-.503,.434,-.326, , 
2,4,3,2,4,3,4,4,2,3,3,2,4,4,4,2,4,4,4,3,2,3,4,3,3,2,3,3,2,3,3,4,3,3,2,1,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,1,1,1,1,0,1,0,0,0,2,0,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,13,6,1,39,3,41,8, ,1,-.549,-.158,-.034,.963,-.048,1.616,-.503,.434,-.326,.925,.484
2,3,3,3,4,1,2,4,4,3,4,4,3,4,2,4,3,4,3,2,2,3,3,3,4,3,4,2,2,1,1,2,1,1,1,1,1,2,3,4,4,3,3,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,14,6,2,32,4,98,9, ,1,-.154,-.325,-.195,-.956,.078,-1.756,.357,-.407,-.326,.558,-.344
2,3,3,3,3,2,4,3,4,4,4,2,4,4,4,2,4,4,3,4,4,4,4,3,4,3,3,3,2,2,1,2,1,1,1,1,2,2,2,4,2,1,3,2,2,2,2,2,2,3,3,2,3,2,4,4,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,1,2,2,1,0,1,0,1,0,0,1,2,0,1,1,0,2,0,1,1,0,0,1,0,0,1,1,0,2,14,5,4,33,3,41,3, ,1,-.339,-.109,.805,-.75,-1.04,.963,-.503,-.407,-.326,1.417,1.262
4,3,4,3,3,2,2,3,4,3,4,3,3,3,4,4,2,4,3,4,3,4,3,3,3,2,4,3,2,2,3,3,1,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,1,1,1,3,1,2,1,3,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,5,2,43,4,43,8, ,1,-.095,-.192,.314,.431,-.942,-.306,1.095,-.407,-.326,-.265,-.865
4,4,4,3,2,3,1,3,4,4,4,4,4,3,4,3,3,4,4,3,4,4,2,3,2,3,4,3,4,3,1,3,2,4,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,3,2,3,2,2,3,4,2,2,1,3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,1,32,3,30,3, ,1,.556,.188,.128,.976,1.146,.648,.298,1.365,.804,.9,-.865
2,1,4,4,4,2,1,3,4,2,3,2,3,4,4,4,3,4,4,3,4,3,1,3,1,4,3,2,1,2,2,1,2,2,1,1,3,3,4,4,3,2,2,4,4,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,13,7,1,34,6,36,7, ,1,-.411,-.562,.352,-.387,.777,-1.217,-.503,-.407,-.326,-.629,-.071
3,1,4,4,4,4,1,4,4,1,4,4,3,4,4,4,4,4,1,4,4,4,4,2,2,3,4,2,1,2,2,2,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,1,4,2,1,1,1,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,13,6,1,41,6,43,6,1, ,.304,-.674,1.342,-.349,1.856,-.248,.957,-.407,-.326,-1.741,.243
4,1,3,4,4,3,2,4,3,3,4,4,3,4,3,3,4,4,3,3,4,4,3,1,3,2,2,2,1,1,2,1,1,3,1,1,1,2,4,3,3,3,4,1,4,4,3,4,4,1,1,1,1,2,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,2,43,3,98,3,1, ,.033,-1.462,.369,-.784,.328,-.652,.124,-.407,-.326,-.621,-1.333
4,3,3,4,3,1,1,1,2,2,3,2,4,4,2,3,4,4,4,3,3,3,1,3,2,4,3,2,2,2,1,1,1,3,1,2,1,2,4,3,4,3,4,4,4,4,3,4,4,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,7,1,44,6,44,7,1, ,-.771,-.344,-.116,-.94,.69,-1.139,-.503,.674,-.326,.173,-.343
3,4,4,4,4,1,2,4,4,3,4,3,4,4,3,3,4,4,4,3,3,4,3,3,4,2,2,2,2,3,1,2,1,3,1,1,2,3,3,4,3,3,3,4,3,4,3,4,4,2,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,4,1,43,4,98,3,1, ,.749,-.392,.265,-.454,.304,.026,-.503,-.407,-.326,-.682,.003
4,2,4,3,3,3,1,4,4,4,4,3,3,3,3,3,4,4,4,3,2,3,3,2,2,3,2,2,2,2,3,2,1,3,2,2,2,3,3,4,3,3,4,1,4,4,4,4,3,2,1,2,1,1,1,3,2,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,6,1,46,4,49,7, ,1,.072,-.805,-.235,.179,.326,-.481,.351,-.407,-.326,-.327,-.138
4,3,4,3,4,2,1,4,4,3,4,3,3,3,2,3,3,4,3,3,4,4,1,3,1,4,4,3,1,4,4,2,1,4,1,4,1,2,4,2,3,3,3,3,2,4,3,3,3,4,4,4,4,1,4,4,3,2,1,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,15,6,1,40,6,42,3, ,1,.143,.323,-.148,.319,-.297,1.04,.277,1.19,1.295,-.735,.025
4,4,4,3,4,1,1,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,2,2,4,3,4,3,1,3,1,2,1,3,1,1,1,4,4,4,4,3,3,2,3,4,3,3,3,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,1,43,5,44,6,1, ,.262,-.022,.599,-.611,.035,-.864,-.503,-.407,-.326,-.482,-.865
4,4,4,4,3,4,1,4,4,2,4,4,3,4,4,4,3,2,2,3,3,3,2,3,3,2,3,4,1,1,1,1,4,1,1,4,2,1,4,3,4,3,4,4,1,4,3,4,4,1,3,2,4,2,3,2,1,1,1,1,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,2,2,1,0,0,0,0,2,1,1,2,0,1,1,2,0,0,0,1,2,1,0,2,14,7,1,45,2,69,6, ,1,.649,-.524,-.051,-.61,.314,.144,1.095,.489,1.004,.399,1.981
4,4,4,4,3,2,2,4,4,2,4,4,3,4,4,4,2,4,4,3,4,4,4,3,4,4,4,3,1,2,2,1,1,3,2,2,2,2,4,4,4,4,4,4,3,3,3,4,4,2,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,14,4,1,48,3,49,5, ,1,.586,.151,.865,-.244,.475,-.189,-.503,-.407,-.326,.652,.071
4,1,4,4,3,3,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,1,4,1,2,1,1,2,1,3,1,3,1,2,2,2,4,4,4,4,2,3,3,4,1,3,1,2,2,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,14,7,1,50,7,60,7,1, ,.913,-.427,1.275,-.521,-.261,.11,-.503,-.407,-.326,-.714,.252
4,3,4,4,3,4,2,4,1,3,4,4,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,2,1,3,2,2,1,2,1,2,3,3,4,4,3,2,4,3,2,4,4,4,3,3,3,2,2,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,14,4,1,44,3,64,4,1, ,.56,-.349,.552,-.124,.228,.645,-.503,1.249,-.326,-1.438,.534
4,4,4,4,4,3,1,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,2,2,3,1,1,1,3,1,3,3,4,3,4,3,2,2,3,2,3,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,4,40,5,40,6, ,1,.804,-.221,1.721,-.528,-.132,.128,-.503,-.407,-.326,.344,-.415
3,3,3,3,2,4,4,3,3,2,3,4,3,3,3,3,4,3,2,3,3,4,3,2,3,3,3,2,2,3,2,2,2,2,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,2,2,3,2,2,4,4,3,2,2,2,1,6,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,1,2,1,2,2,0,1,0,0,1,1,2,1,2,1,0,1,1,2,0,0,1,0,0,1,2,2,0,1,0,2,14,6,1,98,5,98,6, ,1,-.623,-.395,-.158,.372,.123,.734,1.122,.972,.804,1.621,1.35
4,3,3,1,3,1,3,2,4,2,4,3,1,3,1,2,2,3,1,3,2,3,3,2,4,1,4,1,1,2,4,4,3,3,4,4,4,2,1,4,4,3,2,4,3,3,2,2,1,4,4,3,3,2,4,3,3,4,4,2,3,5,0,2,0,0,0,0,4,0,0,0,0,0,4,0,0,4,5,5,2,1,0,0,0,1,2,0,1,0,2,1,1,0,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,15,6,2,44,3,41,4, ,1,-.99,-1.021,-.901,1.982,-.716,1.554,.971,1.502,2.048,.856,-.344
4,3,4,3,4,1,4,3,4,3,4,4,3,3,1,3,4,4,3,4,4,3,3,2,2,3,3,3,2,2,1,1,1,2,1,1,2,3,3,4,4,4,4,3,3,4,4,4,3,2,1,1,1,1,2,1,1,1,1,1,1,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,5,1,32,6,33,5,1, ,.167,-.466,-.013,-1.099,.415,-1.043,.971,.543,-.326, , 
3,2,3,2,3,3,2,2,4,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,1,2,2,2,2,1,3,1,2,2,3,4,3,2,1,3,3,4,3,3,3,2,1,1,1,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,1,44,5,42,3,1, ,-1.025,-.728,-1.195,-.001,-.277,-.535,-.503,-.407,-.326,-.618,-.865
2,2,4,3,2,3,2,1,4,2,4,3,3,3,2,4,2,4,3,3,3,3,2,3,2,3,3,3,1,3,1,1,2,1,1,1,2,2,2,3,3,2,3,1,3,3,3,3,3,2,2,3,1,1,1,2,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,1,37,4,37,3,1, ,-.544,-.221,-.286,-1.002,-.552,-.15,.277,-.407,-.326,-.608,-.415
4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,1,2,2,3,1,4,1,2,4,3,4,4,1,4,4,4,4,4,3,4,4,4,3,2,1,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,2,38,7,40,6, ,1,1.846,.431,1.343,.491,.832,.452,-.503,-.407,-.326,.299,-.865
4,4,4,4,4,1,1,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,1,4,3,3,3,4,3,3,2,4,1,3,1,2,1,3,4,4,4,4,4,4,4,4,3,4,4,1,2,1,1,1,1,3,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,1,32,3,36,4,1, ,1.06,.519,.478,.216,1.162,-.6,.206,-.407,-.326,-.765,-.865
4,4,3,4,4,2,1,1,4,4,4,3,3,3,3,4,3,4,4,4,4,3,2,4,4,3,4,3,1,1,4,3,1,3,2,3,3,3,1,4,2,4,4,4,3,3,3,3,4,1,1,2,1,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,14,6,1,98,4,98,4,1, ,.093,-.006,.221,.748,-.103,-.457,-.503,-.407,-.326,-.467,.862
4,4,4,4,4,1,1,4,4,4,4,3,3,4,1,4,3,4,4,4,1,4,4,1,2,2,2,4,1,2,2,1,1,1,1,4,3,4,2,4,3,1,4,4,2,4,1,1,2,4,4,4,4,1,2,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13,6,1,98,6,98,3,1, ,.754,-.929,.525,-.501,-.726,.614,.206,-.407,-.326,-.31,.239
4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,1,3,4,3,1,3,2,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,1,1,3,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,1,46,7,51,5, ,1,1.709,.436,1.343,.348,1.369,-.157,-.503,-.407,-.326,-.937,-.865
4,1,4,4,4,1,1,2,4,4,4,4,3,4,4,4,4,3,4,3,2,4,4,4,4,3,4,3,1,2,4,4,2,4,3,4,4,1,4,4,1,4,4,4,4,4,2,4,4,2,4,4,1,1,4,4,4,1,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,7,1,98,7,98,4,1, ,.369,.146,.553,1.939,.622,.703,1.19,-.407,-.326,-.616,-.579
4,4,4,4,4,1,1,4,4,2,4,4,1,4,3,4,4,3,4,3,2,4,3,4,4,2,2,3,4,2,1,1,1,3,1,2,3,3,2,3,2,2,4,4,3,4,4,4,4,2,2,1,3,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,14,7,1,35,6,38,7, ,1,.491,-.071,.303,-.61,.221,-.199,-.503,.741,.804,.074,.087
1,3,4,4,2,2,1,4,3,3,4,2,3,4,3,3,4,4,4,3,3,4,2,3,2,4,4,4,2,4,1,1,1,3,1,2,2,4,4,4,4,2,3,4,3,4,4,4,4,1,1,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,4,2,49,4,47,4, ,1,-.22,.87,.198,-.73,.831,-1.103,-.503,-.407,-.326,-.608,-.432
2,3,4,4,3,2,3,4,3,3,4,3,3,4,1,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,3,3,1,2,3,2,4,3,3,3,3,3,3,3,3,3,1,1,1,1,2,4,4,4,2,1,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,1,2,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,1,40,3,45,4, ,1,-.003,-.136,-.192,.45,-.307,.204,.881,-.407,-.326,1.135,-1.333
